"","OTU","X","LogMeanMax","Class","LDA","pValue","exp","testingGroup","genus","experiment"
"828","Otu0061",13472,3.36089,"LM",2.84897,0.00628881,"PRJNA494847","treatment","Methylobacterium(99)","PRJNA494847"
"829","Otu0061",61,3.27777,"FALSE",2.86727,0.0446197,"PRJNA494847","turned","Methylobacterium(99)","PRJNA494847"
"830","Otu0064",13475,3.22633,"SS",2.77822,0.00997825,"PRJNA494847","treatment","Xanthomonadaceae_unclassified(100)","PRJNA494847"
"831","Otu0066",2955,3.28285,"TRUE",2.89307,7.93411e-05,"PRJNA494847","turned","Flavobacterium(100)","PRJNA494847"
"832","Otu0066",13477,3.374,"HM",2.96853,4.23704e-07,"PRJNA494847","treatment","Flavobacterium(100)","PRJNA494847"
"833","Otu0066",23999,3.3407,"late",3.00991,0.000334645,"PRJNA494847","stage","Flavobacterium(100)","PRJNA494847"
"834","Otu0067",67,3.21666,"TRUE",2.96021,0.0109494,"PRJNA494847","turned","Sphingobium(100)","PRJNA494847"
"835","Otu0067",13478,3.18266,"HM",2.79313,0.000180372,"PRJNA494847","treatment","Sphingobium(100)","PRJNA494847"
"836","Otu0067",24000,3.30665,"late",2.91257,0.0119703,"PRJNA494847","stage","Sphingobium(100)","PRJNA494847"
"837","Otu0067",2956,3.18146,"TRUE",2.71974,0.00780946,"PRJNA494847","turned","Sphingobium(100)","PRJNA494847"
"838","Otu0069",2958,3.32922,"FALSE",2.67258,0.0388731,"PRJNA494847","turned","Microbacteriaceae_unclassified(100)","PRJNA494847"
"839","Otu0069",69,3.34549,"FALSE",2.7648,0.0335536,"PRJNA494847","turned","Microbacteriaceae_unclassified(100)","PRJNA494847"
"840","Otu0070",2959,3.22067,"TRUE",2.93628,0.000183299,"PRJNA494847","turned","Sphingobacteriaceae_unclassified(100)","PRJNA494847"
"841","Otu0070",21114,3.48019,"late",3.31499,6.01621e-06,"PRJNA494847","stage","Sphingobacteriaceae_unclassified(100)","PRJNA494847"
"842","Otu0070",24003,3.51296,"late",3.11055,9.61718e-06,"PRJNA494847","stage","Sphingobacteriaceae_unclassified(100)","PRJNA494847"
"843","Otu0073",34528,3.4193,"R5",3.1682,0.0451925,"PRJNA494847","rettingPeriod","Staphylococcus(93)","PRJNA494847"
"844","Otu0073",24006,3.20139,"middle",2.89351,0.0107946,"PRJNA494847","stage","Staphylococcus(93)","PRJNA494847"
"845","Otu0074",31640,3.16882,"R2",3.35325,0.0300618,"PRJNA494847","rettingPeriod","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"846","Otu0074",74,3.08859,"FALSE",2.81417,0.0138801,"PRJNA494847","turned","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"847","Otu0074",10596,3.07256,"LM",3.01187,0.0237496,"PRJNA494847","treatment","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"848","Otu0074",21118,3.08859,"early",3.02122,0.00366238,"PRJNA494847","stage","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"849","Otu0074",13485,3.121,"LM",2.61572,0.000393553,"PRJNA494847","treatment","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"850","Otu0074",24007,3.10041,"early",2.64091,0.000285223,"PRJNA494847","stage","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"851","Otu0074",2963,3.10041,"FALSE",2.37939,0.000869937,"PRJNA494847","turned","Sphingomonadaceae_unclassified(85)","PRJNA494847"
"852","Otu0076",13487,3.30807,"LM",2.83136,0.0167836,"PRJNA494847","treatment","Geodermatophilaceae_unclassified(100)","PRJNA494847"
"853","Otu0078",13489,3.13724,"LM",2.65103,0.000852284,"PRJNA494847","treatment","Roseomonas(89)","PRJNA494847"
"854","Otu0079",13490,3.00707,"HM",2.71441,0.000142881,"PRJNA494847","treatment","Roseomonas(100)","PRJNA494847"
"855","Otu0079",2968,2.95805,"TRUE",2.34644,0.000140932,"PRJNA494847","turned","Roseomonas(100)","PRJNA494847"
"856","Otu0079",21123,3.08225,"late",2.83521,0.00161738,"PRJNA494847","stage","Roseomonas(100)","PRJNA494847"
"857","Otu0079",24012,3.1795,"late",2.79894,8.04111e-05,"PRJNA494847","stage","Roseomonas(100)","PRJNA494847"
"858","Otu0080",13491,2.86096,"HM",2.51247,0.000672811,"PRJNA494847","treatment","Dyadobacter(100)","PRJNA494847"
"859","Otu0082",2971,2.97204,"TRUE",2.56823,0.000441712,"PRJNA494847","turned","Alcaligenaceae_unclassified(99)","PRJNA494847"
"860","Otu0082",24015,3.05391,"late",2.73781,0.0019617,"PRJNA494847","stage","Alcaligenaceae_unclassified(99)","PRJNA494847"
"861","Otu0088",24021,2.96078,"late",2.63067,0.00195845,"PRJNA494847","stage","Dyadobacter(100)","PRJNA494847"
"862","Otu0093",10615,2.86252,"LM",2.96446,0.00444411,"PRJNA494847","treatment","Sphingomonas(83)","PRJNA494847"
"863","Otu0093",2982,2.84209,"FALSE",2.11821,0.0483354,"PRJNA494847","turned","Sphingomonas(83)","PRJNA494847"
"864","Otu0093",13504,2.89435,"LM",2.1837,0.0103302,"PRJNA494847","treatment","Sphingomonas(83)","PRJNA494847"
"865","Otu0097",24030,3.28306,"late",2.95157,2.85509e-08,"PRJNA494847","stage","Devosia(97)","PRJNA494847"
"866","Otu0100",24033,2.83432,"late",2.37707,0.010384,"PRJNA494847","stage","Microbacteriaceae_unclassified(100)","PRJNA494847"
"867","Otu0104",24037,2.77799,"middle",2.35423,5.14541e-06,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"868","Otu0104",104,2.73166,"TRUE",2.47912,0.0041048,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"869","Otu0104",21148,2.82377,"middle",2.89317,0.0112881,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"870","Otu0104",34559,2.8732,"R4",2.4831,9.2979e-05,"PRJNA494847","rettingPeriod","Methylobacterium(100)","PRJNA494847"
"871","Otu0108",31674,3.28717,"R6",3.51993,4.92502e-09,"PRJNA494847","rettingPeriod","Cellulomonadaceae_unclassified(83)","PRJNA494847"
"872","Otu0108",21152,3.28717,"late",3.20254,4.68793e-10,"PRJNA494847","stage","Cellulomonadaceae_unclassified(83)","PRJNA494847"
"873","Otu0108",24041,3.22877,"late",2.84114,5.8113e-07,"PRJNA494847","stage","Cellulomonadaceae_unclassified(83)","PRJNA494847"
"874","Otu0108",34563,3.22877,"R6",2.98373,6.39217e-06,"PRJNA494847","rettingPeriod","Cellulomonadaceae_unclassified(83)","PRJNA494847"
"875","Otu0109",2998,3.09937,"FALSE",2.61087,1.133e-05,"PRJNA494847","turned","Pseudomonadota_unclassified(81)","PRJNA494847"
"876","Otu0109",24042,3.09937,"early",2.77471,2.48087e-05,"PRJNA494847","stage","Pseudomonadota_unclassified(81)","PRJNA494847"
"877","Otu0110",24043,2.85422,"middle",2.48038,0.0236704,"PRJNA494847","stage","Escherichia/Shigella(96)","PRJNA494847"
"878","Otu0121",24054,2.70595,"middle",2.21421,0.0171729,"PRJNA494847","stage","Sphingomonadaceae_unclassified(80)","PRJNA494847"
"879","Otu0122",3011,2.79297,"TRUE",2.51788,4.4479e-09,"PRJNA494847","turned","Abditibacterium(98)","PRJNA494847"
"880","Otu0122",24055,2.94472,"late",2.66272,2.97614e-08,"PRJNA494847","stage","Abditibacterium(98)","PRJNA494847"
"881","Otu0123",3012,2.64313,"FALSE",2.01452,0.00160311,"PRJNA494847","turned","Methylorubrum(100)","PRJNA494847"
"882","Otu0123",24056,2.64313,"early",2.18194,0.00424471,"PRJNA494847","stage","Methylorubrum(100)","PRJNA494847"
"883","Otu0123",13534,2.69255,"LM",2.25437,0.014238,"PRJNA494847","treatment","Methylorubrum(100)","PRJNA494847"
"884","Otu0125",24058,2.90489,"late",2.57833,0.000241261,"PRJNA494847","stage","Leucobacter(97)","PRJNA494847"
"885","Otu0130",13541,2.60529,"HM",2.36637,0.00068871,"PRJNA494847","treatment","Enterobacteriaceae_unclassified(96)","PRJNA494847"
"886","Otu0139",13550,2.5139,"HM",2.22693,0.000475437,"PRJNA494847","treatment","Pseudomonadaceae_unclassified(81)","PRJNA494847"
"887","Otu0141",24074,2.92529,"late",2.67409,0.000103631,"PRJNA494847","stage","Ramlibacter(93)","PRJNA494847"
"888","Otu0151",13562,2.44866,"HM",2.28974,0.0243749,"PRJNA494847","treatment","Pseudomonadaceae_unclassified(96)","PRJNA494847"
"889","Otu0157",34612,3.05341,"R6",2.78014,7.36036e-10,"PRJNA494847","rettingPeriod","Blastocatella(86)","PRJNA494847"
"890","Otu0157",24090,3.05341,"late",2.86622,1.02048e-11,"PRJNA494847","stage","Blastocatella(86)","PRJNA494847"
"891","Otu0158",24091,2.77414,"late",2.42222,0.0028015,"PRJNA494847","stage","Comamonadaceae_unclassified(99)","PRJNA494847"
"892","Otu0158",3047,2.50391,"TRUE",2.24198,0.00194599,"PRJNA494847","turned","Comamonadaceae_unclassified(99)","PRJNA494847"
"893","Otu0162",24095,2.84771,"late",2.56023,0.000521411,"PRJNA494847","stage","Hyphomicrobiales_unclassified(100)","PRJNA494847"
"894","Otu0162",34617,2.84771,"R6",2.59662,0.0025184,"PRJNA494847","rettingPeriod","Hyphomicrobiales_unclassified(100)","PRJNA494847"
"895","Otu0164",13575,2.38241,"HM",2.27011,0.00524851,"PRJNA494847","treatment","Pseudomonadaceae_unclassified(86)","PRJNA494847"
"896","Otu0165",24098,2.46718,"early",2.10586,0.027215,"PRJNA494847","stage","Belnapia(100)","PRJNA494847"
"897","Otu0165",3054,2.46718,"FALSE",2.01905,0.00869655,"PRJNA494847","turned","Belnapia(100)","PRJNA494847"
"898","Otu0173",13584,2.55865,"LM",2.1986,0.00571342,"PRJNA494847","treatment","Pseudomonadota_unclassified(95)","PRJNA494847"
"899","Otu0177",3066,2.3506,"FALSE",2.00079,0.0233827,"PRJNA494847","turned","Pseudomonas(80)","PRJNA494847"
"900","Otu0178",24111,2.3115,"middle",2.04171,0.032453,"PRJNA494847","stage","Sphingomonadaceae_unclassified(91)","PRJNA494847"
"901","Otu0180",24113,2.59041,"late",2.2932,0.00131895,"PRJNA494847","stage","Aureimonas(97)","PRJNA494847"
"902","Otu0182",13593,2.40224,"SS",2.27128,0.00497003,"PRJNA494847","treatment","Aureimonas(95)","PRJNA494847"
"903","Otu0185",24118,2.68146,"late",2.44519,1.47941e-05,"PRJNA494847","stage","Phyllobacteriaceae_unclassified(91)","PRJNA494847"
"904","Otu0189",13600,2.1732,"SS",2.29697,0.0122502,"PRJNA494847","treatment","Pseudomonadaceae_unclassified(100)","PRJNA494847"
"905","Otu0205",3094,2.1998,"FALSE",2.18859,0.00562128,"PRJNA494847","turned","Sphingomonadales_unclassified(94)","PRJNA494847"
"906","Otu0205",24138,2.1998,"early",2.1462,0.0160647,"PRJNA494847","stage","Sphingomonadales_unclassified(94)","PRJNA494847"
"907","Otu0240",3129,2.16634,"FALSE",2.03889,0.000426555,"PRJNA494847","turned","Gammaproteobacteria_unclassified(99)","PRJNA494847"
"908","Otu0240",24173,2.16634,"early",2.02688,4.79445e-05,"PRJNA494847","stage","Gammaproteobacteria_unclassified(99)","PRJNA494847"
"909","Otu0243",24176,2.53177,"late",2.33537,7.73622e-06,"PRJNA494847","stage","Hyphomicrobiales_unclassified(100)","PRJNA494847"
"910","Otu0244",24177,2.33359,"late",2.21393,0.000225255,"PRJNA494847","stage","Xanthomonadaceae_unclassified(100)","PRJNA494847"
"911","Otu0321",13732,1.88147,"HM",2.27293,0.000487155,"PRJNA494847","treatment","Aureimonas(96)","PRJNA494847"
"912","Otu0344",34799,2.21969,"R1",2.2734,0.000530604,"PRJNA494847","rettingPeriod","Alphaproteobacteria_unclassified(84)","PRJNA494847"
"913","Otu0361",24294,1.90704,"late",2.16524,7.09626e-07,"PRJNA494847","stage","Pigmentiphaga(82)","PRJNA494847"
"914","Otu0393",34848,2.10208,"R1",2.23173,1.41348e-05,"PRJNA494847","rettingPeriod","Sphingomonadales_unclassified(100)","PRJNA494847"
"915","Otu0459",34914,1.95492,"R1",2.15573,0.000388716,"PRJNA494847","rettingPeriod","Sphingomonadaceae_unclassified(91)","PRJNA494847"
